FID,city,lat,lon,pm2_5,AOD,AirTemp,DPTemp,RH,SeaLevelPr,WindDir,WindSpeed,NDVI,DEM,POINT_X,POINT_Y
111,Lingyuan,41.240000000000002,119.401100000000000,7.900000000000000,0.1798680,75.4957962,-177.8820038,29.3020000,10197.9003906,266.6220093,27.2185993,1055,396,-881122.825333000040000,629861.042738000050000
112,Lushun,38.799999999999997,121.266700000000000,12.800000000000001,0.5578960,47.2906990,-88.4972000,52.3526001,10209.7998047,37.4151001,77.8323975,328,6,-753849.825236000000000,345041.974325000020000
113,Nanpiao,41.098199999999999,120.747900000000000,10.100000000000000,1.8752800,72.9320984,-194.5970001,27.1809006,10201.0996094,317.3819885,29.1534996,1932,94,-771874.271515000030000,602829.524160000030000
114,Nantai,40.924100000000003,122.804400000000000,19.500000000000000,1.3435900,59.0568008,-91.7505035,48.8095016,10191.9003906,315.4979858,40.6534996,1572,34,-602931.136886000050000,569117.201450999940000
115,Panshan,41.188099999999999,122.049400000000010,6.800000000000000,1.7078900,64.3831024,-125.4219971,40.2746010,10196.7998047,325.3699951,40.5264015,955,11,-663139.970456999960000,603161.545968999970000
116,Pulandian,39.395299999999999,121.966900000000000,12.300000000000001,0.7440790,52.0779991,-82.6303024,52.7140999,10201.5996094,108.5530014,67.0813980,1201,16,-687989.901791000040000,405695.761698000020000
117,Shenyang,41.792200000000001,123.432800000000000,21.199999999999999,1.2444000,64.8768997,-120.0449982,41.2836990,10184.0000000,319.6709900,29.9848995,1037,52,-543224.104465999990000,661254.139183999970000
118,Sujiatun,41.659199999999998,123.339200000000010,22.000000000000000,1.6215700,63.7822990,-114.5510025,42.6481018,10184.2001953,316.7730103,29.7653008,1029,41,-552073.468241999970000,647104.089980000050000
119,Wafangdian,39.618299999999998,122.008100000000000,11.900000000000000,0.4545690,56.5933990,-83.8993988,51.3117981,10195.5000000,180.2330017,56.6739006,1584,100,-682291.221175999960000,430064.471624000000000
120,Xiaoshi,41.297100000000000,124.120900000000010,40.200000000000003,1.2259901,39.8100014,-46.7985992,66.4222031,10188.9003906,258.1740112,23.1737003,1267,207,-490257.295525999970000,602940.293566999960000
121,Xingcheng,40.616700000000002,120.716700000000000,10.100000000000000,0.4559950,72.0329971,-160.2220001,32.5984001,10198.7001953,297.7890015,32.1549988,1460,10,-780104.216923999950000,550001.330702999960000
122,Xiuyan,40.292800000000000,123.274400000000000,21.699999999999999,1.1475900,55.8195000,-57.8944016,58.4752007,10176.7001953,290.5889893,39.8120995,1281,81,-569087.210515000040000,496522.751539000020000
123,Yebaishou,41.397500000000001,119.640800000000000,8.199999999999999,0.2592180,72.1605988,-183.8520050,28.8439999,10198.0996094,292.3009949,25.4969997,1372,414,-859336.761508999970000,645044.713723000020000
124,Yingkou,40.664800000000000,122.228300000000000,12.699999999999999,0.1081120,64.9992981,-111.9869995,42.9584007,10202.0000000,359.9849854,49.9973984,971,3,-653465.407145999950000,544193.592210000030000
125,Zhuanghe,39.700800000000001,122.991100000000000,17.100000000000001,1.3655800,56.1819992,-57.3140984,58.5427017,10176.4003906,259.9259949,43.4809990,1773,5,-598103.973010999970000,432733.419281999990000
