FID,city,lat,lon,pm2_5,AOD,AirTemp,DPTemp,RH,SeaLevelPr,WindDir,WindSpeed,NDVI,DEM,POINT_X,POINT_Y
0,Bengbu,32.940800000000003,117.360800000000000,17.500000000000000,0.5288720,110.9509964,25.0058994,67.5891037,10214.7001953,164.0910034,15.6183996,1581,29,-1169870.111430000000000,-263835.768168999990000
1,Chaohu,31.600000000000001,117.866699999999990,24.800000000000001,1.0320300,115.4339981,33.5612984,68.9389038,10220.7998047,255.8049927,13.5847998,2117,12,-1140491.590980000100000,-417506.261770999990000
2,Chizhou,30.661300000000001,117.477800000000000,34.100000000000001,1.0230000,142.9210052,54.5614014,67.2574997,10227.2001953,178.5200043,18.8332005,2512,24,-1188171.732980000100000,-516125.522792999980000
3,Chuzhou,32.321899999999999,118.297800000000000,22.199999999999999,1.0510499,106.3830032,27.4470997,69.7704010,10219.2998047,259.6539917,12.6857004,2463,22,-1091927.444010000000000,-342913.159963999990000
4,Datong,32.620800000000003,117.063199999999990,19.500000000000000,0.4606590,118.9219971,27.9783993,66.1408997,10215.2998047,191.4109955,15.7567997,4064,38,-1201264.272750000000000,-295459.811917999990000
5,Gushu,31.560500000000001,118.481500000000000,24.500000000000000,0.2934080,105.9410019,23.0983009,68.5074005,10220.7998047,327.1610107,10.5448999,2266,13,-1083963.510000000000000,-428871.509500999990000
6,Hefei,31.863900000000001,117.280800000000000,19.600000000000001,0.8200160,125.7340012,33.7793999,65.9234009,10218.4003906,245.7140045,13.9333000,1942,22,-1191280.157150000100000,-381449.387945000020000
7,Huaibei,33.974400000000003,116.791700000000010,21.300000000000001,0.1736270,104.2770004,22.1571999,68.7173004,10208.5996094,26.1324005,14.5574999,1781,51,-1207152.385449999900000,-143029.055618999990000
8,Huainan,32.626399999999997,116.996900000000000,20.399999999999999,0.2332810,120.0169983,28.1452999,65.8710022,10215.0996094,190.9920044,15.8879004,2406,49,-1207239.336679999900000,-294024.184438999980000
9,Chengguanzhen,32.958900000000000,117.165700000000000,21.600000000000001,0.0199858,113.5479965,25.3679008,66.9240036,10214.2001953,160.2489929,15.8776999,2059,20,-1187384.505679999900000,-259482.908663000010000
