FID,city,lat,lon,pm2_5,AOD,AirTemp,DPTemp,RH,SeaLevelPr,WindDir,WindSpeed,NDVI,DEM,POINT_X,POINT_Y
0,Bengbu,32.940800000000003,117.360800000000000,17.500000000000000,1.1543200,203.5549927,-7.7623901,38.6924019,10183.2998047,252.2899933,27.3684998,1581,29,-1169870.111430000000000,-263835.768168999990000
1,Chaohu,31.600000000000001,117.866699999999990,24.899999999999999,0.9330440,207.4040070,-7.0986300,38.1828995,10187.9003906,295.4979858,18.9136009,2117,12,-1140491.590980000100000,-417506.261770999990000
2,Chizhou,30.661300000000001,117.477800000000000,34.100000000000001,0.4812220,200.1020050,-7.5653901,39.3036995,10198.2001953,227.2270050,41.6787987,2512,24,-1188171.732980000100000,-516125.522792999980000
3,Chuzhou,32.321899999999999,118.297800000000000,22.199999999999999,1.0739599,202.6029968,-7.8464398,38.8345985,10191.5996094,250.1560059,25.4076004,2463,22,-1091927.444010000000000,-342913.159963999990000
4,Datong,32.620800000000003,117.063199999999990,19.500000000000000,0.2552440,207.5610046,-5.8100500,38.3904991,10183.9003906,263.0140076,23.0233994,4064,38,-1201264.272750000000000,-295459.811917999990000
5,Gushu,31.560500000000001,118.481500000000000,24.500000000000000,0.4824820,207.2259979,-6.7618599,38.2731018,10195.5000000,267.8250122,28.5904007,2266,13,-1083963.510000000000000,-428871.509500999990000
6,Hefei,31.863900000000001,117.280800000000000,19.600000000000001,1.2890500,211.9850006,-19.8213005,35.2514000,10181.0000000,339.6210022,10.0405998,1942,22,-1191280.157150000100000,-381449.387945000020000
7,Huaibei,33.974400000000003,116.791700000000010,21.300000000000001,0.4531950,219.5619965,-26.3008995,33.0976982,10173.0996094,265.8609924,38.2369003,1781,51,-1207152.385449999900000,-143029.055618999990000
8,Huainan,32.626399999999997,116.996900000000000,20.399999999999999,0.9827610,208.0890045,-4.9039998,38.4687996,10183.7998047,261.1719971,23.4859009,2406,49,-1207239.336679999900000,-294024.184438999980000
9,Chengguanzhen,32.958900000000000,117.165700000000000,21.600000000000001,1.3539400,205.6060028,-6.4797802,38.5891991,10182.7001953,253.0650024,27.7947006,2059,20,-1187384.505679999900000,-259482.908663000010000
10,Huangshan,29.711400000000001,118.312500000000000,26.199999999999999,1.4653701,183.5829926,31.2399006,50.6054993,10208.7001953,265.1489868,17.0205994,1786,134,-1120870.655120000000000,-630393.058920999990000
11,Lucheng,31.233599999999999,117.280600000000010,29.399999999999999,0.4928780,207.8150024,-11.4132996,37.3448982,10188.4003906,264.0010071,22.3484993,2541,13,-1199372.180360000100000,-450789.000339000020000
12,Mingguang,32.780200000000001,117.963800000000010,19.500000000000000,1.1678600,198.7530060,-5.9933400,39.8260002,10186.2998047,245.6549988,26.9778996,3105,15,-1116922.092450000100000,-288607.707440000030000
13,Suixi,33.890700000000002,116.774700000000000,22.000000000000000,0.8261520,218.1289978,-23.3918991,33.7649002,10173.7001953,263.6889954,37.4950981,2383,32,-1209866.933509999900000,-152037.907317000000000
14,Suzhou,33.636099999999999,116.978900000000000,19.199999999999999,1.7289000,213.9730072,-18.7914009,35.1268997,10175.7001953,259.4349976,35.5303001,1797,32,-1195056.577540000000000,-182602.631082000010000
15,Tangzhai,34.432800000000000,116.591100000000000,17.300000000000001,0.4578520,218.6139984,-32.5984993,32.2440987,10172.7998047,265.8949890,37.0304985,2359,46,-1218508.292309999900000,-90041.341666299995000
16,Wuhu,31.337299999999999,118.373500000000010,26.199999999999999,0.4762290,205.0370026,17.6833992,43.3371010,10195.0996094,307.6289978,29.2940006,2243,19,-1096597.235470000000000,-452248.043905999980000
17,Wusong,30.949999999999999,117.783300000000000,38.899999999999999,0.7593890,201.5279999,3.4418001,41.1483002,10195.2001953,262.0920105,29.2588005,1940,10,-1156151.801010000100000,-488054.893822000010000
18,Xuanzhou,30.952500000000001,118.755300000000010,31.100000000000001,0.1327580,204.6580048,22.7504997,44.4459991,10195.4003906,308.3380127,29.0883007,2539,27,-1065373.004149999900000,-498856.030266000020000
19,Changping,40.216099999999997,116.234700000000000,10.900000000000000,0.2037520,179.9250031,-98.7882996,27.5489006,10172.7998047,347.8410034,42.3148994,1710,66,-1157544.126620000000000,550489.810261999960000
20,Daxing,39.740299999999998,116.326899999999990,9.800000000000001,0.7694710,179.2180023,-93.7278976,28.3344002,10172.9003906,316.0530090,39.1161995,1845,43,-1157973.885300000000000,497188.413638999980000
21,Fangshan,39.686999999999998,115.996600000000000,10.300000000000001,0.3024250,168.0339966,-90.7575989,30.1791000,10177.9003906,286.0610046,40.2485008,1887,44,-1186310.830899999900000,495310.842985000000000
22,Liangxiang,39.735999999999997,116.132900000000010,10.300000000000001,0.3584770,173.2369995,-92.4626999,29.2588005,10175.5000000,303.8770142,40.1151009,1557,47,-1174157.238010000000000,499037.191068999990000
23,Mentougou,39.938200000000002,116.093100000000010,10.699999999999999,0.2554830,174.4660034,-96.3104019,28.5548000,10175.0996094,330.6610107,42.5470009,1723,112,-1173999.292440000000000,521701.226581000020000
24,Shunyi,40.121699999999997,116.647800000000000,7.600000000000000,0.6777480,188.8699951,-100.8460007,26.2388000,10169.0996094,359.7049866,40.0127983,1882,44,-1125010.669530000100000,535295.539415000010000
25,Tongzhou,39.904000000000003,116.661800000000000,8.100000000000000,0.6393190,187.3750000,-99.2120972,26.6229992,10169.5996094,353.4440002,39.8783989,1494,29,-1127442.935570000000000,511234.221848000020000
26,Botou,38.066699999999997,116.566599999999990,9.199999999999999,0.5449810,197.9969940,-66.9742966,29.8094997,10173.0000000,179.9920044,10.0033998,1170,18,-1165198.846739999900000,310403.507886999990000
27,Cangzhou,38.316699999999997,116.866699999999990,8.000000000000000,0.5214200,192.4089966,-63.4009018,31.0678997,10173.5996094,165.7180023,14.1209002,1188,11,-1135726.174420000100000,334368.377554000010000
28,Changli,39.704200000000000,119.150600000000000,8.100000000000000,0.2793690,119.3750000,-78.1307983,39.7639999,10179.0000000,177.1479950,31.8068008,1069,18,-922563.686736000000000,463076.551549999970000
29,Chengde,40.951900000000002,117.958800000000000,7.600000000000000,0.1897770,119.9929962,-116.9150009,32.7198982,10195.0000000,319.9769897,50.0004997,1624,317,-1003756.353320000000000,612139.133171000050000
30,Fengrun,39.833300000000001,118.116699999999990,11.600000000000000,0.3669800,167.9850006,-76.4020004,32.3949013,10168.7001953,97.2578964,20.9139996,1705,28,-1007380.875410000000000,487529.738544000020000
31,Langfang,39.509700000000002,116.694700000000000,10.100000000000000,0.3185890,179.0919952,-86.7070999,29.3495998,10172.5996094,175.8820038,26.4584999,1591,17,-1131158.165850000000000,467545.871127000020000
32,Linxi,39.711799999999997,118.449500000000000,12.400000000000000,0.3163900,155.5679932,-77.0815964,34.0802994,10171.5000000,119.2470016,23.8864002,1325,45,-981287.856008999980000,470760.535632000010000
33,Qinhuangdao,39.931699999999999,119.588300000000000,6.300000000000000,0.8405920,123.5419998,-85.3495026,37.6744003,10180.5000000,245.1880035,39.5475006,1092,5,-882836.518334000020000,484099.270024000030000
34,Renqiu,38.698900000000002,116.093600000000000,10.500000000000000,0.5043380,193.7570038,-69.1066971,30.0412006,10170.2998047,152.2149963,26.1623993,1236,8,-1194941.899690000100000,385636.067327000030000
35,Shanhaiguan,40.002499999999998,119.748900000000010,6.400000000000000,0.5528010,121.4749985,-83.9736023,38.2798996,10181.0000000,254.7960052,40.7002983,1385,13,-868465.676281000020000,490461.744507000020000
36,Songling,40.292999999999999,118.269099999999990,9.100000000000000,0.4598280,137.0610046,-100.5380020,32.9216995,10181.2998047,262.1530151,41.7272987,2091,133,-987954.985893000030000,536546.011934999960000
37,Tangjiazhuang,39.743299999999998,118.450999999999990,12.100000000000000,0.2840630,155.6759949,-77.6417999,33.9706001,10171.5996094,121.2929993,24.1257000,1475,68,-980713.979442000040000,474213.854966000010000
38,Tangshan,39.633299999999998,118.183300000000000,15.000000000000000,0.4605760,169.8090057,-75.0878983,32.3474007,10168.0996094,90.4814987,20.0618000,1899,37,-1004726.436020000000000,464829.737559999980000
39,Zhaogezhuang,39.765400000000000,118.411900000000000,12.000000000000000,0.5166770,159.3029938,-77.6619034,33.4342003,10170.7998047,115.7220001,23.3584003,1290,62,-983673.281608000050000,477041.080980000030000
40,Baoying,33.229199999999999,119.309200000000000,21.800000000000001,0.9567130,190.0989990,13.0431995,45.2043991,10184.5996094,210.0169983,34.6251984,1999,6,-988573.759586000000000,-253595.110187999990000
41,City,31.646100000000001,120.742200000000000,54.399999999999999,0.5547820,186.7230072,6.1934900,44.4142990,10205.0996094,192.5720062,27.1151009,1940,10,-872499.590631000000000,-442119.325482000010000
42,Changzhou,31.773599999999998,119.953999999999990,29.300000000000001,0.5278740,203.0140076,13.4502001,42.8553009,10198.5996094,160.6889954,17.0414009,1558,6,-944751.048059999940000,-420697.053299000020000
43,Dazhong,33.199700000000000,120.457800000000010,25.300000000000001,0.4252040,189.0370026,23.1312008,47.6027985,10192.7998047,219.9819946,21.2115002,1846,5,-883704.921225999950000,-267886.083679999980000
44,Dongkan,33.999699999999997,119.830800000000000,24.300000000000001,0.7448940,188.1820068,-8.6858301,41.1444016,10180.7001953,227.4140015,30.7973003,2147,5,-932488.776039000020000,-173598.682414999990000
45,Dongtai,32.852300000000000,120.309500000000000,24.399999999999999,0.4593770,190.9989929,32.9716988,49.4132004,10193.0000000,219.9989929,20.0009003,2065,7,-900852.514004000000000,-304929.854866000010000
46,Fengxian,34.703899999999997,116.587200000000000,15.699999999999999,0.3835800,215.9920044,-42.1189003,31.1462994,10172.7998047,266.3200073,34.3367004,2390,38,-1214888.887470000000000,-60132.761206800002000
47,Gaogou,34.017499999999998,119.188599999999990,22.500000000000000,0.7881930,192.3880005,4.2295899,42.9486008,10180.2998047,213.2400055,36.0587997,2953,6,-990489.728597000010000,-165297.027111000000000
48,Gaoyou,32.789299999999997,119.441800000000000,18.100000000000001,0.5519030,190.8860016,10.0642004,44.4272003,10191.2998047,218.6670074,25.5776997,1918,5,-981334.757631000010000,-303511.969546000010000
49,Guiren,33.669699999999999,118.188900000000000,26.100000000000001,0.6919350,194.9340057,-2.8748200,41.0834007,10180.7001953,222.7779999,35.6313019,3641,22,-1085240.969070000100000,-193051.539277000000000
50,Haizhou,34.581699999999998,119.128900000000000,20.399999999999999,0.2975850,211.3520050,-33.2019005,33.1567993,10167.5996094,250.2519989,21.0912991,1658,10,-989226.309308000030000,-102356.431718000010000
51,Hede,33.772199999999998,120.261799999999990,26.300000000000001,0.3188960,182.1399994,-1.4432499,43.6988983,10186.5000000,224.9960022,27.7658005,1910,2,-895742.599091000040000,-202794.145450999990000
52,Huai'an,33.588600000000000,119.019200000000000,26.899999999999999,0.9344630,190.9989929,28.4843998,48.3942986,10182.0000000,200.0890045,39.9702988,1675,14,-1010874.062350000000000,-210930.864777000010000
53,Huilong,31.811100000000000,121.655000000000000,49.000000000000000,0.7570480,177.7480011,8.1952200,46.6018982,10205.7998047,212.6439972,30.1014004,2101,7,-785715.497665000030000,-431654.741331000000000
54,Hutang,31.534300000000002,119.489999999999990,34.500000000000000,0.4475380,211.8650055,23.8162003,43.3181000,10199.0000000,111.8850021,10.2425003,5067,8,-990454.257109000000000,-442490.639929000000000
55,Jiangyan,32.506100000000004,120.142799999999990,23.899999999999999,0.6289090,190.3339996,24.8041000,47.7086983,10193.4003906,218.3979950,20.8255005,1897,9,-919755.568349999960000,-341624.896619000010000
56,Jiangyin,31.911000000000001,120.263000000000010,47.700000000000003,0.6024360,192.6049957,11.8597002,44.4738007,10199.0996094,190.0229950,21.9957008,1848,10,-914613.536207000030000,-408477.307786000020000
57,Jinsha,32.089799999999997,121.073500000000000,37.799999999999997,0.8096170,177.8229980,10.2458000,47.0372009,10204.4003906,212.7140045,29.1653004,2129,7,-837492.445526000000000,-396011.138564999970000
58,Juegang,32.317399999999999,121.185500000000000,34.399999999999999,0.5890830,176.4680023,11.7690001,47.6525993,10203.7998047,215.9479980,29.1354008,2313,8,-825001.420362000000000,-371809.867952000000000
59,Kunshan,31.377600000000001,120.954300000000000,63.100000000000001,0.1787050,190.2380066,-2.8229899,41.9291992,10208.4003906,184.8249969,28.9871998,1977,15,-855131.909891000020000,-473644.952591000010000
60,Licheng,31.428100000000001,119.483500000000010,35.600000000000001,0.2804270,212.0000000,24.9930992,43.5312996,10199.0000000,110.0049973,10.0005999,1949,10,-992185.425903000050000,-454135.302704999980000
61,Mudu,31.256000000000000,120.518600000000010,56.100000000000001,0.5601790,191.7160034,13.1239996,44.9089012,10204.0000000,182.5760040,22.9109001,1996,9,-897110.388310999960000,-483150.540847000030000
