FID,city,lat,lon,pm2_5,AOD,AirTemp,DPTemp,RH,SeaLevelPr,WindDir,WindSpeed,NDVI,DEM,POINT_X,POINT_Y
12,Mingguang,32.780200000000001,117.963800000000010,19.500000000000000,0.1144450,85.6159973,-14.9872999,62.7456017,10240.9003906,115.0070038,22.9883995,3105,15,-1116922.092450000100000,-288607.707440000030000
13,Suixi,33.890700000000002,116.774700000000000,22.000000000000000,0.2000000,90.5542984,-36.1086998,55.4740982,10229.7001953,143.4559937,13.5375996,2383,32,-1209866.933509999900000,-152037.907317000000000
14,Suzhou,33.636099999999999,116.978900000000000,19.199999999999999,0.1968820,90.3794022,-31.7558994,56.6893005,10230.9003906,143.4450073,15.5881996,1797,32,-1195056.577540000000000,-182602.631082000010000
15,Tangzhai,34.432800000000000,116.591100000000000,17.300000000000001,0.0001000,89.8235016,-39.8014984,54.6778984,10228.7001953,143.7839966,13.6367998,2359,46,-1218508.292309999900000,-90041.341666299995000
16,Wuhu,31.337299999999999,118.373500000000010,26.199999999999999,0.1222610,95.3656006,-1.9269000,63.8792992,10249.0996094,41.8311996,11.7937002,2243,19,-1096597.235470000000000,-452248.043905999980000
17,Wusong,30.949999999999999,117.783300000000000,38.899999999999999,0.4314920,111.9710007,15.7959995,64.4517975,10244.9003906,75.7867966,12.1921997,1940,10,-1156151.801010000100000,-488054.893822000010000
18,Xuanzhou,30.952500000000001,118.755300000000010,31.000000000000000,0.6970500,96.2245026,12.6276999,68.1408997,10248.7998047,58.2778015,13.2386999,2539,27,-1065373.004149999900000,-498856.030266000020000
19,Changping,40.216099999999997,116.234700000000000,10.800000000000001,1.3138400,70.7434006,-105.8119965,43.1567993,10180.2998047,182.9440002,20.2394009,1710,66,-1157544.126620000000000,550489.810261999960000
20,Daxing,39.740299999999998,116.326899999999990,9.800000000000001,0.0585175,70.1374969,-103.5780029,43.7594986,10181.0000000,183.6510010,20.4986000,1845,43,-1157973.885300000000000,497188.413638999980000
21,Fangshan,39.686999999999998,115.996600000000000,10.300000000000001,0.0670747,69.4209976,-101.3909988,44.3824005,10182.5996094,192.2859955,21.6481991,1887,44,-1186310.830899999900000,495310.842985000000000
22,Liangxiang,39.735999999999997,116.132900000000010,10.300000000000001,0.0340945,69.8467026,-102.7450027,43.9992981,10181.5996094,187.2769928,20.9451008,1557,47,-1174157.238010000000000,499037.191068999990000
23,Mentougou,39.938200000000002,116.093100000000010,10.699999999999999,0.9322280,70.4755020,-104.6669998,43.4562988,10180.7998047,185.8390045,20.5820999,1723,112,-1173999.292440000000000,521701.226581000020000
24,Shunyi,40.121699999999997,116.647800000000000,7.600000000000000,0.2000000,70.9905014,-105.9810028,43.0719986,10180.0000000,180.0339966,20.0023994,1882,44,-1125010.669530000100000,535295.539415000010000
25,Tongzhou,39.904000000000003,116.661800000000000,8.100000000000000,0.0384180,70.8509979,-105.6080017,43.1795006,10180.0996094,180.4369965,20.0445995,1494,29,-1127442.935570000000000,511234.221848000020000
26,Botou,38.066699999999997,116.566599999999990,9.199999999999999,0.0001000,72.0000992,-100.9929962,43.9510994,10195.0000000,140.0010071,30.0000000,1170,18,-1165198.846739999900000,310403.507886999990000
27,Cangzhou,38.316699999999997,116.866699999999990,8.000000000000000,0.0001000,71.7248001,-97.5070038,44.7738991,10195.5000000,142.4290009,29.9037991,1188,11,-1135726.174420000100000,334368.377554000010000
28,Changli,39.704200000000000,119.150600000000000,8.100000000000000,0.0001000,42.8049011,-66.1085968,59.6498985,10196.9003906,200.2709961,20.2161999,1069,18,-922563.686736000000000,463076.551549999970000
29,Chengde,40.951900000000002,117.958800000000000,7.600000000000000,0.1109830,64.9949036,-168.8800049,32.1972008,10173.0000000,180.0119934,10.0031004,1624,317,-1003756.353320000000000,612139.133171000050000
30,Fengrun,39.833300000000001,118.116699999999990,11.600000000000000,0.1812430,48.4332008,-84.2024994,53.1921005,10192.4003906,198.4819946,20.2751007,1705,28,-1007380.875410000000000,487529.738544000020000
31,Langfang,39.509700000000002,116.694700000000000,10.100000000000000,0.0127417,67.7879028,-98.7143021,45.3116989,10183.4003906,185.3730011,21.3588009,1591,17,-1131158.165850000000000,467545.871127000020000
32,Linxi,39.711799999999997,118.449500000000000,12.400000000000000,0.0001000,43.8283997,-70.3413010,58.1547012,10196.2001953,199.8789978,20.2506008,1325,45,-981287.856008999980000,470760.535632000010000
33,Qinhuangdao,39.931699999999999,119.588300000000000,6.300000000000000,0.1319170,39.4257011,-72.3386993,58.7722015,10196.5000000,204.2279968,22.0452995,1092,5,-882836.518334000020000,484099.270024000030000
34,Renqiu,38.698900000000002,116.093600000000000,10.500000000000000,0.0137121,69.8678970,-91.6260986,46.4873009,10195.4003906,156.8809967,28.8432007,1236,8,-1194941.899690000100000,385636.067327000030000
35,Shanhaiguan,40.002499999999998,119.748900000000010,6.400000000000000,0.0001000,37.1258011,-73.2671967,59.1315002,10196.4003906,206.9819946,23.2551003,1385,13,-868465.676281000020000,490461.744507000020000
36,Songling,40.292999999999999,118.269099999999990,9.100000000000000,0.0001000,54.6701012,-110.9059982,45.2817993,10183.2001953,195.0059967,16.5842991,2091,133,-987954.985893000030000,536546.011934999960000
37,Tangjiazhuang,39.743299999999998,118.450999999999990,12.100000000000000,0.0001000,43.9775009,-71.3177032,57.8380013,10196.0996094,199.8899994,20.2612000,1475,68,-980713.979442000040000,474213.854966000010000
38,Tangshan,39.633299999999998,118.183300000000000,15.000000000000000,0.0001000,45.6501999,-75.5742035,56.2102013,10195.2001953,199.0399933,20.5482006,1899,37,-1004726.436020000000000,464829.737559999980000
39,Zhaogezhuang,39.765400000000000,118.411900000000000,12.000000000000000,0.0001000,44.3532982,-73.0645981,57.2466011,10195.7001953,199.8220062,20.2879009,1290,62,-983673.281608000050000,477041.080980000030000
40,Baoying,33.229199999999999,119.309200000000000,21.800000000000001,0.0843538,79.1313019,-21.3118992,62.6982994,10245.7001953,128.2250061,34.2746010,1999,6,-988573.759586000000000,-253595.110187999990000
41,City,31.646100000000001,120.742200000000000,54.399999999999999,1.1666300,89.7042007,15.7840996,71.2149963,10257.7001953,83.9591980,23.4631004,1940,10,-872499.590631000000000,-442119.325482000010000
42,Changzhou,31.773599999999998,119.953999999999990,29.300000000000001,0.4641090,88.7937012,11.7900000,70.1829987,10250.2001953,36.1263008,19.1012001,1558,6,-944751.048059999940000,-420697.053299000020000
43,Dazhong,33.199700000000000,120.457800000000010,25.199999999999999,0.1335760,75.1992035,-2.0594900,69.9296036,10257.7001953,94.0307999,20.9358997,1846,5,-883704.921225999950000,-267886.083679999980000
44,Dongkan,33.999699999999997,119.830800000000000,24.300000000000001,0.1606340,72.4068985,-29.9717007,62.0223007,10242.4003906,125.1510010,29.9410000,2147,5,-932488.776039000020000,-173598.682414999990000
45,Dongtai,32.852300000000000,120.309500000000000,24.399999999999999,0.1145080,75.0006027,1.9931300,71.3431015,10260.0000000,90.0018997,20.0006008,2065,7,-900852.514004000000000,-304929.854866000010000
46,Fengxian,34.703899999999997,116.587200000000000,15.699999999999999,0.0001000,91.9820023,-41.9981995,53.5791016,10227.7001953,146.7700043,16.9673004,2390,38,-1214888.887470000000000,-60132.761206800002000
47,Gaogou,34.017499999999998,119.188599999999990,22.500000000000000,0.0001000,77.6440964,-30.0484009,60.5423012,10244.0000000,133.8029938,36.2057991,2953,6,-990489.728597000010000,-165297.027111000000000
48,Gaoyou,32.789299999999997,119.441800000000000,18.100000000000001,0.0734030,79.6517029,-8.1379004,66.5903015,10250.9003906,97.5842972,23.6602993,1918,5,-981334.757631000010000,-303511.969546000010000
49,Guiren,33.669699999999999,118.188900000000000,26.100000000000001,0.0372580,80.2485962,-29.3155994,60.0420990,10241.0000000,135.8600006,32.2112999,3641,22,-1085240.969070000100000,-193051.539277000000000
50,Haizhou,34.581699999999998,119.128900000000000,20.399999999999999,0.0001000,72.2794037,-22.7245007,64.2451019,10247.2998047,109.8190002,29.4845009,1658,10,-989226.309308000030000,-102356.431718000010000
51,Hede,33.772199999999998,120.261799999999990,26.300000000000001,0.2000000,72.3319016,-21.4197998,64.6306000,10244.5996094,119.8949966,26.5170002,1910,2,-895742.599091000040000,-202794.145450999990000
52,Huai'an,33.588600000000000,119.019200000000000,26.899999999999999,0.1563570,79.9907990,-28.9517994,60.2169991,10245.0000000,139.9550018,39.9683990,1675,14,-1010874.062350000000000,-210930.864777000010000
53,Huilong,31.811100000000000,121.655000000000000,49.000000000000000,0.3293120,87.5190964,21.8803997,73.9975967,10262.0000000,71.8760986,28.4724998,2101,7,-785715.497665000030000,-431654.741331000000000
54,Hutang,31.534300000000002,119.489999999999990,34.399999999999999,0.2991480,88.0705032,21.1513996,73.5632019,10250.0000000,0.5973380,13.2734003,5067,8,-990454.257109000000000,-442490.639929000000000
55,Jiangyan,32.506100000000004,120.142799999999990,23.899999999999999,0.0001000,76.2263031,1.2514300,70.6996994,10258.2998047,90.2263031,20.4743996,1897,9,-919755.568349999960000,-341624.896619000010000
56,Jiangyin,31.911000000000001,120.263000000000010,47.700000000000003,0.1059450,87.0503998,9.3699799,69.9390030,10252.0996094,71.2894974,21.9717999,1848,10,-914613.536207000030000,-408477.307786000020000
57,Jinsha,32.089799999999997,121.073500000000000,37.799999999999997,0.0001000,86.7042007,17.3845997,72.7276993,10259.9003906,77.3896027,28.0414009,2129,7,-837492.445526000000000,-396011.138564999970000
58,Juegang,32.317399999999999,121.185500000000000,34.399999999999999,0.0004535,85.9437027,16.5063000,72.6788025,10259.5996094,77.8862000,28.5876007,2313,8,-825001.420362000000000,-371809.867952000000000
59,Kunshan,31.377600000000001,120.954300000000000,63.100000000000001,0.5145920,90.9251022,18.7562008,71.8149033,10262.0996094,80.6111984,21.6786003,1977,15,-855131.909891000020000,-473644.952591000010000
60,Licheng,31.428100000000001,119.483500000000010,35.500000000000000,0.4536890,88.0001984,21.9953003,73.8767014,10250.0000000,0.0016958,13.6208000,1949,10,-992185.425903000050000,-454135.302704999980000
61,Mudu,31.256000000000000,120.518600000000010,56.100000000000001,0.7068640,95.1262970,18.3742008,70.3440018,10253.7998047,97.5028000,20.8677998,1996,9,-897110.388310999960000,-483150.540847000030000
62,Nanjing,32.061700000000002,118.777800000000000,18.500000000000000,0.7195540,94.1921997,-15.0200996,60.3566017,10250.5000000,25.8171997,10.7881002,1240,23,-1050725.230460000000000,-376875.616416000000000
63,Nantong,32.030299999999997,120.874700000000000,28.899999999999999,0.1855560,86.5089035,14.1231003,71.6896973,10257.9003906,82.5326004,26.2112999,1968,6,-856544.748798000040000,-400858.268166000020000
64,Pizhou,34.311399999999999,117.950300000000000,22.899999999999999,0.0973003,81.8712997,-37.9911995,57.1733017,10233.9003906,134.6109924,19.2416000,1564,27,-1098516.240560000100000,-119579.262072000000000
65,Qinnan,33.253100000000003,119.913300000000010,25.300000000000001,0.0400273,75.8539963,-7.9673500,67.8018036,10254.4003906,101.0070038,23.1686001,3168,2,-933053.626501000020000,-256909.325114000010000
66,Songling,31.193300000000001,120.717600000000000,56.600000000000001,0.6186120,94.9552994,19.4699001,70.7593002,10256.5996094,100.8860016,21.3384991,3142,5,-879031.180062000060000,-491882.505087000030000
67,Suicheng,33.896299999999997,117.933100000000000,26.500000000000000,0.0001000,81.9385986,-33.4459000,58.4169998,10235.5000000,136.1880035,22.6397991,1774,22,-1105471.079250000000000,-165178.560494000000000
68,Suzhou,31.304099999999998,120.595400000000000,55.600000000000001,0.5802570,93.9606018,18.0678997,70.6127014,10255.0996094,94.9792023,21.4890003,2034,9,-889455.618804999980000,-478546.377723000010000
69,Taixing,32.166699999999999,120.013600000000000,27.899999999999999,0.6267210,83.5581970,3.9593599,69.2675018,10252.5996094,74.3699036,20.8036995,1312,6,-935189.888976000020000,-377878.674659000010000
70,Taizhou,32.490699999999997,119.908100000000000,21.000000000000000,0.0001000,77.7435989,0.0620663,69.8220978,10256.5000000,88.7514038,20.7080994,1541,6,-941591.898074000030000,-341085.023818999990000
71,Tongshan,34.180500000000002,117.157100000000000,19.600000000000001,0.1976930,85.0204010,-39.9303017,55.8415985,10229.0000000,140.0110016,10.0487003,2127,37,-1171472.464830000000000,-124778.204092000000000
72,Wuxi,31.568899999999999,120.288600000000000,40.200000000000003,0.2000000,90.4903030,14.1968002,70.4378967,10251.5996094,64.8879013,21.2926998,1355,12,-915607.446173000030000,-446481.413044999990000
73,Xiannu,32.428100000000001,119.560500000000000,15.500000000000000,0.0639714,83.0762024,-2.6743901,67.2816010,10251.5000000,77.1987000,20.1641998,2326,11,-974346.872458999980000,-344580.971773999980000
74,Xiaolingwei,32.032400000000003,118.854000000000000,20.399999999999999,0.7073570,94.3634033,-15.7714005,60.0952988,10250.5996094,23.9694004,10.5578003,2549,15,-1044015.396800000000000,-380925.170921000010000
75,Xinghua,32.939200000000000,119.834200000000000,21.300000000000001,0.0009740,75.8234024,-2.3183300,69.6465988,10257.5000000,93.4209976,21.0872993,2011,7,-943657.734935999960000,-290830.892102000010000
76,Xinpu,34.599699999999999,119.159400000000010,20.399999999999999,0.0001000,72.2326965,-22.7681999,64.2453003,10247.2998047,109.7249985,29.4759007,1356,6,-986270.479433999980000,-100676.638277000010000
77,Yancheng,33.357500000000002,120.157300000000010,25.699999999999999,0.1286570,75.2680969,-7.6972699,68.0693970,10254.5000000,100.4749985,22.5993996,2363,3,-909618.465486999950000,-247676.734147999990000
78,Yangzhou,32.397199999999998,119.435800000000000,14.300000000000001,0.5664510,85.2828979,-3.7850900,66.2651978,10250.2998047,69.8158035,19.1396999,1778,15,-986191.701424999980000,-346737.831629999970000
79,Yicheng,31.360600000000002,119.820200000000000,43.200000000000003,0.4650230,88.8386002,18.9974995,72.5754013,10250.0000000,10.3260002,17.0592003,1171,6,-961450.839246000050000,-464953.056701000020000
80,Zhangjiagang,31.864999999999998,120.538900000000000,44.700000000000003,0.6203140,87.4356995,11.6403999,70.5649033,10254.4003906,82.5074997,23.6210003,1914,11,-889381.361042000000000,-416109.643221999980000
81,Zhenzhou,32.280299999999997,119.170000000000000,16.600000000000001,0.0450489,90.1728973,-6.8737602,63.8792000,10249.4003906,47.4723015,14.9151001,2180,10,-1012018.637060000000000,-356913.988107000010000
82,Zhongxing,33.703899999999997,118.679199999999990,24.699999999999999,0.0257475,79.9077988,-28.9274998,60.2467003,10244.7998047,139.5480042,39.5750008,1721,17,-1040377.387380000000000,-194622.960055000000000
83,Baishan,41.938499999999998,126.419700000000010,9.000000000000000,0.7213390,-29.9487991,-73.4658966,81.0046997,10193.9003906,164.4640045,20.0564003,1045,472,-295932.798491999970000,664553.523502000030000
84,Erdaojiang,41.776400000000002,126.031899999999990,12.800000000000001,1.1525600,-23.1039009,-63.5401993,82.2908020,10189.0000000,148.3190002,20.4986992,1469,408,-328770.264269999990000,647881.764989000050000
85,Hepingjie,42.059699999999999,126.915800000000000,10.300000000000001,0.5630790,-32.6437988,-78.4757996,80.0668030,10194.7998047,198.6450043,19.9643002,2149,729,-254484.873866999990000,676546.317679999980000
86,Linjiang,41.806899999999999,126.907799999999990,10.600000000000000,1.2834800,-36.6514015,-85.9962997,78.6600037,10194.5000000,294.9649963,20.0000000,905,339,-256157.598520000000000,648625.214274000030000
87,Sanchazi,42.081699999999998,126.600300000000000,9.800000000000001,0.3658670,-30.9946995,-75.4177017,80.6369019,10194.2998047,176.4149933,20.0021992,1802,557,-280391.213267999990000,679842.834743999990000
88,Anshan,41.123600000000003,122.989999999999990,23.500000000000000,0.9754180,-3.4760900,-64.5590973,74.5987015,10192.5996094,144.3580017,22.8248997,1286,49,-585681.196650999950000,590017.027501999980000
89,Beipiao,41.791899999999998,120.779200000000000,9.400000000000000,0.0001000,23.9792995,-92.8450012,57.0822983,10192.0996094,236.3930054,40.2907982,1942,275,-761104.832023000000000,678977.937646999960000
90,Benxi,41.288600000000002,123.765000000000000,45.899999999999999,1.0958900,-28.2173996,-77.2964020,78.8424988,10189.2998047,56.6824989,21.6315994,1566,199,-519889.600918999990000,603845.338653999960000
91,Chaoyang,41.570300000000003,120.458600000000000,12.400000000000000,0.0001000,26.8600998,-93.5960007,56.1130981,10192.9003906,242.8209991,41.6213989,694,163,-790042.911953000000000,657139.001026000010000
92,Dalianwan,39.028599999999997,121.694999999999990,23.100000000000001,0.0001000,19.0321007,-84.0476990,61.0056000,10214.9003906,180.2519989,10.1049004,1598,22,-714839.199274000010000,367096.904574999990000
93,Dandong,40.129199999999997,124.394700000000000,27.600000000000001,0.5128910,17.8467999,-54.2705002,70.9479980,10203.9003906,57.1333008,10.2468996,832,10,-475773.038566000000000,472416.429696000010000
94,Dashiqiao,40.637300000000003,122.502500000000000,15.500000000000000,0.5535300,25.2619991,-30.0086002,77.0330963,10200.5996094,246.9369965,20.2945004,1212,17,-630804.024713000050000,539350.024162000050000
95,Dongling,41.814399999999999,123.575800000000000,25.699999999999999,0.2365050,-44.8685989,-102.6200027,75.3703003,10189.0000000,0.4931950,22.7306995,1595,52,-531261.530525999960000,662915.547192999980000
96,Fengcheng,40.453600000000002,124.071700000000010,29.000000000000000,0.2868960,10.0496998,-49.4830017,75.3114014,10197.9003906,165.1219940,15.7208996,1276,65,-500684.632076999990000,509933.576848000000000
97,Fushun,41.855800000000002,123.923300000000000,26.100000000000001,1.2243600,-40.3834000,-94.4496994,76.8086014,10188.7001953,17.3024006,22.6116009,2037,87,-502310.259828999990000,665641.909191000040000
98,Gongchangling,41.116700000000002,123.450000000000000,34.200000000000003,1.1512700,-16.1865005,-68.8046036,77.6057968,10190.4003906,97.8835983,21.8230991,3935,207,-547479.525231000040000,586581.222026000030000
99,Haicheng,40.851599999999998,122.747500000000000,17.899999999999999,0.4920090,19.0953999,-43.9320984,74.1502991,10198.2001953,223.7559967,21.3957996,931,33,-608339.637039999940000,561463.426371000010000
100,Heishan,41.689200000000000,122.112799999999990,9.699999999999999,0.0537628,5.3745298,-90.6774979,62.9463997,10188.7001953,182.6199951,28.0046005,902,26,-652825.486437999990000,657992.945625000050000
101,Huanren,41.264699999999998,125.366699999999990,22.500000000000000,0.7039340,-8.8166504,-46.6120987,83.4654999,10184.0996094,114.8809967,21.0384007,2444,260,-386819.334180000010000,593753.923620000020000
102,Hushitai,41.932200000000002,123.511399999999990,20.800000000000001,0.1901200,-43.9001999,-101.4319992,75.4630966,10188.9003906,4.2244802,22.5816002,2003,62,-535576.553793000060000,676264.726298999970000
103,Jinzhou,41.107799999999997,121.141700000000000,9.699999999999999,0.0001000,31.9960995,-114.8929977,49.2831993,10195.0000000,249.9909973,49.9926987,855,25,-739180.768047000050000,600835.298283000010000
104,Jiupu,41.066699999999997,122.950000000000000,22.899999999999999,1.1018800,2.3667500,-60.1458015,74.1467972,10193.7001953,164.5209961,22.5955009,1141,30,-589516.744739999990000,583974.845113000020000
105,Kuandian,40.728600000000000,124.784700000000000,28.399999999999999,1.2634600,-13.6190996,-31.3369999,91.8975983,10190.2001953,42.1898994,18.1233997,1216,281,-438836.392662999980000,536921.396000999960000
106,Langtou,40.026100000000000,124.328599999999990,26.800000000000001,0.0001000,12.1669998,-60.6246986,70.6456985,10200.0996094,331.7669983,19.7176991,1641,13,-482094.692038999990000,461327.573110000000000
107,Lianshan,40.764299999999999,120.853300000000000,9.900000000000000,0.0062913,30.3999004,-97.8110962,54.0574989,10195.0996094,245.0169983,45.9418983,1218,17,-767022.832233999970000,565192.731040999990000
108,Liaoyang,41.271900000000002,123.173100000000010,27.399999999999999,0.6289870,-22.5051003,-77.5344009,76.6311035,10190.0996094,78.5355988,22.9778004,942,30,-569165.709691000050000,605307.515121000000000
109,Liaozhong,41.506100000000004,122.724200000000000,16.199999999999999,0.0706963,-13.8851995,-82.7970963,71.6743011,10189.5996094,112.1650009,24.4340000,1044,16,-604215.357652000040000,633858.327441000030000
110,Linghai,41.165300000000002,121.366699999999990,7.700000000000000,0.0001000,31.5972996,-110.2949982,50.5217018,10195.0000000,249.1020050,49.2565994,1202,26,-719918.474969999980000,605490.308276999970000
111,Lingyuan,41.240000000000002,119.401100000000000,7.900000000000000,0.4058720,31.8754997,-91.8050995,55.3083000,10187.2001953,243.9669952,25.1445007,1055,396,-881122.825333000040000,629861.042738000050000
112,Lushun,38.799999999999997,121.266700000000000,12.800000000000001,0.2190520,19.3271008,-82.0220032,61.5317993,10214.5996094,181.5290070,10.6650000,328,6,-753849.825236000000000,345041.974325000020000
113,Nanpiao,41.098199999999999,120.747900000000000,10.100000000000000,0.0001000,31.4831009,-108.9179993,50.8969994,10194.9003906,248.6060028,48.9499016,1932,94,-771874.271515000030000,602829.524160000030000
114,Nantai,40.924100000000003,122.804400000000000,19.500000000000000,0.6833460,15.2530003,-48.8395004,73.7266006,10196.9003906,209.8950043,21.8176003,1572,34,-602931.136886000050000,569117.201450999940000
115,Panshan,41.188099999999999,122.049400000000010,6.800000000000000,0.0054417,21.7966995,-60.3958015,67.6113968,10197.0000000,230.3150024,27.6902008,955,11,-663139.970456999960000,603161.545968999970000
116,Pulandian,39.395299999999999,121.966900000000000,12.300000000000001,0.0001000,19.7490997,-66.7537003,66.1789017,10209.5000000,191.6150055,14.7831001,1201,16,-687989.901791000040000,405695.761698000020000
117,Shenyang,41.792200000000001,123.432800000000000,21.199999999999999,0.0932762,-44.9124985,-102.7679977,75.3308029,10189.0000000,0.3291860,22.7616005,1037,52,-543224.104465999990000,661254.139183999970000
118,Sujiatun,41.659199999999998,123.339200000000010,22.000000000000000,0.0693303,-44.3209991,-101.5319977,75.5786972,10189.0000000,2.4928100,22.9881001,1029,41,-552073.468241999970000,647104.089980000050000
119,Wafangdian,39.618299999999998,122.008100000000000,11.900000000000000,0.1544930,20.1441002,-58.8714981,68.6409988,10204.4003906,202.3730011,18.6861000,1584,100,-682291.221175999960000,430064.471624000000000
120,Xiaoshi,41.297100000000000,124.120900000000010,40.299999999999997,0.4832120,-18.9979992,-65.8722992,79.7843018,10189.0000000,84.9889984,21.0170002,1267,207,-490257.295525999970000,602940.293566999960000
121,Xingcheng,40.616700000000002,120.716700000000000,10.100000000000000,0.0170026,29.0168991,-86.6417999,57.4939003,10195.2998047,238.2779999,40.9379997,1460,10,-780104.216923999950000,550001.330702999960000
122,Xiuyan,40.292800000000000,123.274400000000000,21.699999999999999,0.1378130,12.0319996,-47.3213997,75.3981018,10195.5000000,194.3529968,19.8574009,1281,81,-569087.210515000040000,496522.751539000020000
123,Yebaishou,41.397500000000001,119.640800000000000,8.199999999999999,0.0001000,26.4449997,-87.7770996,57.8606987,10188.7001953,254.7570038,28.3398991,1372,414,-859336.761508999970000,645044.713723000020000
124,Yingkou,40.664800000000000,122.228300000000000,12.699999999999999,0.0053177,25.9986000,-25.0447006,78.6134033,10201.0000000,249.9929962,20.0013008,971,3,-653465.407145999950000,544193.592210000030000
125,Zhuanghe,39.700800000000001,122.991100000000000,17.300000000000001,0.0192644,15.2284002,-45.0965004,75.0800018,10195.7001953,206.5220032,22.0550003,1773,5,-598103.973010999970000,432733.419281999990000
126,Anqiu,36.434199999999997,119.192500000000000,14.800000000000001,0.0001000,39.6208000,-139.6929932,41.9905014,10232.9003906,168.2429962,20.1135006,1372,59,-961076.095777999960000,101714.677030000010000
127,Bianzhuang,34.848599999999998,118.044700000000010,16.500000000000000,0.1758310,85.6277008,-41.6386986,55.2324982,10236.0000000,134.2239990,20.6840000,2587,46,-1083013.536480000000000,-61358.786943100000000
128,Binzhou,37.366700000000002,118.016700000000000,4.800000000000000,0.0659511,70.4736023,-91.0250015,46.4972000,10217.2001953,148.6549988,29.9043007,1499,14,-1051257.954029999900000,216802.547752000010000
129,Boshan,36.483300000000000,117.833299999999990,21.699999999999999,0.0001000,69.3115997,-82.0117035,48.8670998,10229.2001953,41.0704002,36.0870018,2977,386,-1079543.090469999900000,121363.443248000000000
130,Changqing,36.557499999999997,116.727200000000000,12.500000000000000,0.0001000,143.0319977,-93.8015976,33.1567993,10201.5000000,178.4149933,49.5382996,1667,39,-1174872.585490000000000,142333.768545000000000
131,Chengtangcun,35.083599999999997,117.190700000000010,13.100000000000000,0.1590280,86.8310013,-45.6212997,53.8885002,10231.7998047,136.5590057,19.8257999,1870,73,-1155807.052760000100000,-25630.700765000001000
132,Chengyang,35.579400000000000,118.832800000000010,18.399999999999999,0.0001000,56.0270996,-74.0560989,53.9921989,10240.2998047,76.0595016,18.2647991,1446,112,-1003485.011510000000000,10897.383983000000000
133,Dengzhou,37.808199999999999,120.759100000000000,10.600000000000000,0.0947084,23.3341007,-124.4749985,48.9023018,10223.7998047,189.7680054,20.3045998,1118,23,-808271.895004000050000,239414.936382999990000
134,Dezhou,37.451300000000003,116.310500000000000,10.300000000000001,0.0001000,85.8236008,-88.8168030,43.8462982,10199.9003906,151.9609985,33.6833992,1245,24,-1196908.472110000000000,245799.643336000010000
135,Dongcun,36.776699999999998,121.159700000000000,8.800000000000001,0.0001000,15.0005999,-141.9880066,46.5396004,10236.0000000,0.0000000,0.0000000,0,0,-784196.705848000010000,121988.619525000000000
136,Dongdu,35.850000000000001,117.700000000000000,19.800000000000001,0.0001000,71.7390976,-68.4244995,51.6568985,10231.9003906,62.8087006,24.8610992,2085,200,-1100041.933230000100000,52992.721553299998000
