FID,city,lat,lon,pm2_5,AOD,AirTemp,DPTemp,RH,SeaLevelPr,WindDir,WindSpeed,NDVI,DEM,POINT_X,POINT_Y
0,Bengbu,32.940800000000003,117.360800000000000,47.799999999999997,0.4791540,189.9340057,31.0478992,49.1983986,10206.0000000,250.0310059,30.0086002,1581,29,-1169870.111430000000000,-263835.768168999990000
1,Chaohu,31.600000000000001,117.866699999999990,32.500000000000000,0.8381000,182.1250000,27.3675995,50.0164986,10212.2001953,253.1710052,33.4331017,2117,12,-1140491.590980000100000,-417506.261770999990000
2,Chizhou,30.661300000000001,117.477800000000000,15.699999999999999,0.4690550,173.5299988,54.1575012,58.7461014,10223.0000000,194.9519958,21.4207001,2512,24,-1188171.732980000100000,-516125.522792999980000
3,Chuzhou,32.321899999999999,118.297800000000000,35.000000000000000,0.7757570,177.7969971,22.6462002,49.8510017,10212.0996094,233.7270050,30.3936005,2463,22,-1091927.444010000000000,-342913.159963999990000
4,Datong,32.620800000000003,117.063199999999990,39.399999999999999,0.2747430,189.2610016,24.6805000,47.9015007,10206.2998047,251.0820007,30.2346001,4064,38,-1201264.272750000000000,-295459.811917999990000
5,Gushu,31.560500000000001,118.481500000000000,34.200000000000003,1.5410100,181.8119965,36.2988014,52.2032013,10216.7001953,233.4360046,29.5519009,2266,13,-1083963.510000000000000,-428871.509500999990000
6,Hefei,31.863900000000001,117.280800000000000,36.899999999999999,0.8450370,187.9770050,21.9220009,47.5512009,10207.0000000,269.9630127,39.9464989,1942,22,-1191280.157150000100000,-381449.387945000020000
7,Huaibei,33.974400000000003,116.791700000000010,35.299999999999997,0.2836030,194.2550049,-38.2374992,34.8140984,10195.4003906,282.3489990,29.8740005,1781,51,-1207152.385449999900000,-143029.055618999990000
8,Huainan,32.626399999999997,116.996900000000000,39.100000000000001,0.6649750,189.1060028,22.6532001,47.4827003,10206.4003906,251.5050049,30.3022995,2406,49,-1207239.336679999900000,-294024.184438999980000
9,Chengguanzhen,32.958900000000000,117.165700000000000,48.200000000000003,0.3508820,189.8699951,29.8666000,48.9426994,10206.0000000,250.1060028,30.0223007,2059,20,-1187384.505679999900000,-259482.908663000010000
10,Huangshan,29.711400000000001,118.312500000000000,19.000000000000000,1.4664000,134.4160004,68.7104034,74.4887009,10242.0000000,199.1790009,17.0380993,1786,134,-1120870.655120000000000,-630393.058920999990000
11,Lucheng,31.233599999999999,117.280600000000010,24.600000000000001,0.6317590,182.0890045,30.2581005,50.7006989,10213.9003906,250.4309998,29.1163998,2541,13,-1199372.180360000100000,-450789.000339000020000
12,Mingguang,32.780200000000001,117.963800000000010,42.200000000000003,0.5230400,183.2940063,16.5688000,47.3210983,10206.7001953,247.8000031,30.7092991,3105,15,-1116922.092450000100000,-288607.707440000030000
13,Suixi,33.890700000000002,116.774700000000000,40.500000000000000,0.3981180,193.4160004,-34.7070999,35.5368996,10196.2001953,278.0870056,29.9239998,2383,32,-1209866.933509999900000,-152037.907317000000000
14,Suzhou,33.636099999999999,116.978900000000000,46.700000000000003,0.6947480,189.6929932,-21.5618000,38.4523010,10199.2998047,268.6879883,30.2064991,1797,32,-1195056.577540000000000,-182602.631082000010000
15,Tangzhai,34.432800000000000,116.591100000000000,37.500000000000000,0.0122884,192.5010071,-43.6699982,34.1711998,10195.2001953,284.3919983,29.0396996,2359,46,-1218508.292309999900000,-90041.341666299995000
16,Wuhu,31.337299999999999,118.373500000000010,33.200000000000003,0.8379310,181.8890076,39.7784996,53.0325012,10218.7001953,261.4540100,29.7462997,2243,19,-1096597.235470000000000,-452248.043905999980000
17,Wusong,30.949999999999999,117.783300000000000,22.300000000000001,0.5593010,174.9029999,40.0051003,54.7137985,10219.5000000,231.7850037,26.5478992,1940,10,-1156151.801010000100000,-488054.893822000010000
18,Xuanzhou,30.952500000000001,118.755300000000010,16.899999999999999,1.5872700,180.9859924,42.6183014,53.9424019,10219.2998047,261.5509949,29.4647999,2539,27,-1065373.004149999900000,-498856.030266000020000
19,Changping,40.216099999999997,116.234700000000000,4.800000000000000,0.4301830,145.1880035,-161.9790039,23.3008003,10194.7001953,315.9370117,59.4457016,1710,66,-1157544.126620000000000,550489.810261999960000
20,Daxing,39.740299999999998,116.326899999999990,10.000000000000000,0.5456140,145.4060059,-153.5809937,24.2999992,10194.5996094,315.9280090,56.3012009,1845,43,-1157973.885300000000000,497188.413638999980000
21,Fangshan,39.686999999999998,115.996600000000000,9.800000000000001,0.3387050,132.4510040,-145.5670013,26.7971001,10201.0000000,311.5910034,54.9612007,1887,44,-1186310.830899999900000,495310.842985000000000
22,Liangxiang,39.735999999999997,116.132900000000010,9.900000000000000,0.3345210,138.5559998,-149.4450073,25.5760994,10197.7998047,313.4060059,55.8060989,1557,47,-1174157.238010000000000,499037.191068999990000
23,Mentougou,39.938200000000002,116.093100000000010,8.199999999999999,0.6073470,139.0749969,-155.3679962,24.7584000,10197.5000000,313.4460144,58.2254982,1723,112,-1173999.292440000000000,521701.226581000020000
24,Shunyi,40.121699999999997,116.647800000000000,5.400000000000000,0.6031290,154.8769989,-172.4969940,21.1574001,10191.0000000,319.9460144,59.9720993,1882,44,-1125010.669530000100000,535295.539415000010000
25,Tongzhou,39.904000000000003,116.661800000000000,7.600000000000000,0.7573750,153.5140076,-167.9340057,21.7896996,10191.4003906,319.2890015,59.3834991,1494,29,-1127442.935570000000000,511234.221848000020000
26,Botou,38.066699999999997,116.566599999999990,8.300000000000001,0.2972360,169.9969940,-125.9660034,25.1068993,10195.0000000,359.9830017,20.0018997,1170,18,-1165198.846739999900000,310403.507886999990000
27,Cangzhou,38.316699999999997,116.866699999999990,9.000000000000000,0.3165560,165.1020050,-117.2949982,26.7868004,10195.5000000,341.1419983,23.0554008,1188,11,-1135726.174420000100000,334368.377554000010000
28,Changli,39.704200000000000,119.150600000000000,11.699999999999999,0.7593020,135.6719971,-126.7760010,29.0526009,10185.7001953,79.8956985,30.4848995,1069,18,-922563.686736000000000,463076.551549999970000
29,Chengde,40.951900000000002,117.958800000000000,7.300000000000000,0.4781810,85.0016022,-151.9179993,32.0691986,10199.0000000,339.9649963,10.0211000,1624,317,-1003756.353320000000000,612139.133171000050000
30,Fengrun,39.833300000000001,118.116699999999990,13.500000000000000,0.3965550,141.9819946,-121.0309982,29.0844994,10184.4003906,313.9880066,49.0008011,1705,28,-1007380.875410000000000,487529.738544000020000
31,Langfang,39.509700000000002,116.694700000000000,9.900000000000000,0.4439460,147.3619995,-135.6390076,26.3910007,10193.7001953,320.5090027,43.2994995,1591,17,-1131158.165850000000000,467545.871127000020000
32,Linxi,39.711799999999997,118.449500000000000,14.199999999999999,0.5009860,140.1109924,-122.8170013,29.0629997,10185.0000000,255.2209930,44.1021996,1325,45,-981287.856008999980000,470760.535632000010000
33,Qinhuangdao,39.931699999999999,119.588300000000000,12.500000000000000,0.5678450,117.7149963,-125.3119965,31.6891994,10190.2998047,208.3200073,28.0506992,1092,5,-882836.518334000020000,484099.270024000030000
34,Renqiu,38.698900000000002,116.093600000000000,10.800000000000001,0.0578919,162.5330048,-134.3609924,24.8596001,10194.5000000,330.4089966,47.2055016,1236,8,-1194941.899690000100000,385636.067327000030000
35,Shanhaiguan,40.002499999999998,119.748900000000010,22.399999999999999,0.4165770,113.1299973,-123.8610001,32.5792999,10191.2998047,228.7440033,27.7555008,1385,13,-868465.676281000020000,490461.744507000020000
